intervention,target,T/K,p/bar,effect_measure,scenario,groups,median_effect,bootstrap_95_low,bootstrap_95_high
metal_substitution,post_combustion_CO2,298.0,0.15,standardized_absolute_difference,exclude_largest,452,0.13204260926543354,0.1154460645515632,0.1558564079649693
metal_substitution,post_combustion_CO2,298.0,0.15,standardized_absolute_difference,exclude_top_10,443,0.1308579889398986,0.11366355281319931,0.15528991108373583
metal_substitution,post_combustion_N2,298.0,0.075,standardized_absolute_difference,all_groups,453,0.2850687281213534,0.24917934655775967,0.33732870478413146
metal_substitution,post_combustion_N2,298.0,0.075,standardized_absolute_difference,exclude_largest,452,0.28325851808634794,0.24917934655775967,0.3323703033838975
metal_substitution,post_combustion_N2,298.0,0.075,standardized_absolute_difference,exclude_top_10,443,0.2798742123687283,0.24508669778296305,0.32646744457409543
metal_substitution,post_combustion_N2,298.0,0.75,standardized_absolute_difference,all_groups,453,0.2185876817792985,0.19283575705731468,0.24758896492728816
metal_substitution,post_combustion_N2,298.0,0.75,standardized_absolute_difference,exclude_largest,452,0.21843584260051327,0.19200064157399518,0.2503524379811804
metal_substitution,post_combustion_N2,298.0,0.75,standardized_absolute_difference,exclude_top_10,443,0.21670487596236115,0.1911655260906757,0.24430923866552606
metal_substitution,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,all_groups,453,0.12904073696173463,0.12231933780947894,0.1424615621043512
metal_substitution,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,exclude_largest,452,0.12892896044253696,0.12203488089844432,0.140743834057197
metal_substitution,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,exclude_top_10,443,0.12904073696173463,0.12236758323015816,0.1424615621043512
metal_substitution,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,all_groups,452,0.08751600598721321,0.0802793266019997,0.09700307066499186
metal_substitution,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,exclude_largest,451,0.08803104057013976,0.08050687688851733,0.09719406369236418
metal_substitution,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,exclude_top_10,442,0.08934109191913095,0.0818340463191718,0.09788094226215772
metal_substitution,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,all_groups,453,0.06691504350897481,0.061335902128889355,0.07679116334328728
metal_substitution,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,exclude_largest,452,0.06705365571717559,0.06147451433709025,0.07665601644029159
metal_substitution,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,exclude_top_10,443,0.06892492052788743,0.06390022798060556,0.07727630607199037
metal_substitution,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,all_groups,452,0.03202936353273749,0.027778711525330287,0.035808239877784295
metal_substitution,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,exclude_largest,451,0.032108771317491264,0.02788988242398556,0.03589979238255874
metal_substitution,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,exclude_top_10,442,0.03268190868156691,0.028295329230846267,0.037054171375801394
