"repository_path","size_bytes","sha256","inclusion_reason"
"scripts/step3/02_freeze_final_case_selection.py","5694","fc6b9751688378bc589d881cd9ac95c4074a5b43dfa2ffa4ae9c68373a49a2c5","Inspected workflow source or scripts documentation"
"scripts/step3/03_audit_selected_case_charges.py","9339","14ee4782735959e7da1f04607aa373f1abe898ed93fa5b141516aba3cbd37774","Inspected workflow source or scripts documentation"
"scripts/step3/04_build_figure_source_package.py","12636","d8e21b044b631babe3a66c2d352bddd23d3c6a9271c79a2e0f442322436a5242","Inspected workflow source or scripts documentation"
"scripts/step3/05_freeze_figure_blueprint.py","9869","81d922514726fba62d7eabd45904fd0581c7a2788b8a6acae0040eb8f09e4c37","Inspected workflow source or scripts documentation"
"scripts/step3/06_render_quantitative_figures.py","30386","34d204933a33c51ba67d89c460fdec14e5dc9578805753c0a35f7d1716d8ba0f","Inspected workflow source or scripts documentation"
"scripts/step3/06_render_quantitative_figures_REPLACEMENT_v8.py","30627","99e8c809915c0a2ab83ff42266aa5dbb7e560e545731a090fac98f9c5b3e3d6b","Inspected workflow source or scripts documentation"
"scripts/step3/06_render_quantitative_figures_REPLACEMENT_v9.py","30659","f62259aaf5968118e72e767c2b8d18091af1d731fed5098ac7a61616db40f70a","Inspected workflow source or scripts documentation"
"scripts/step3/07_render_structure_case_figure.py","18156","aabd3fe3b4777b5571ebfc57df213b4e9a16c8fdd5af0a51e1c59c5f06439866","Inspected workflow source or scripts documentation"
"scripts/step3/07_render_structure_case_figure_STEP4_v2.py","21004","4d5c3d93f0dcd92fe41ce73176b7ecfabc1a3351542845332df5d9d17e267d08","Inspected workflow source or scripts documentation"
"scripts/step3/07_render_structure_case_figure_STEP4_v3.py","20524","2a4391b5dd3d4ad10a42cb65145260575584cedf9674205602586a0c5a2fdb55","Inspected workflow source or scripts documentation"
"scripts/step3/07_render_structure_case_figure_STEP4_v4.py","20517","db102c2ca4c35e2afbc19f728d9b97519e625ceda6408cc190880b01af0c6475","Inspected workflow source or scripts documentation"
"scripts/step3/09_build_si_source_registry.py","20420","d6733cf59c92cddbafeaf9ecf5637af55852c56f617078abb4d1e2445df9f220","Inspected workflow source or scripts documentation"
"scripts/step3/10_build_lean_si_package.py","47430","e1b86e0558210aea3635cb5ee4456447e1dd35534a6732ced395728a220dada4","Inspected workflow source or scripts documentation"
"scripts/step4/01_phase0_frozen_audit.py","6907","88059c57519dcb3d9cf03167bde143a1cb6813f43d82a06aba188dee7f383abb","Inspected workflow source or scripts documentation"
"scripts/step4/02_phase1_existing_evidence_audit.py","20676","f04480e33ff3a7ed34455168fa9b0563fe4ad485aa1365192c47249d499eff82","Inspected workflow source or scripts documentation"
"scripts/step4/03_phase2a_cif_chemistry_preflight.py","18721","b9d0bc7a7c6ff714ca280316709bd765570da5d3c52398214debe11bdbb43426","Inspected workflow source or scripts documentation"
"scripts/step4/04_phase2b0_coordination_method_recovery.py","16431","ce877b7bae4538a96167bc323e37f1eeb6a456db156cd63a05c679f1b322cd35","Inspected workflow source or scripts documentation"
"scripts/step4/05_phase2b_selected_case_local_chemistry.py","36156","048e40fff0c3b893356607fe9c6b4e28cea96dd9ec2de60c28ed89f22bb0f8f7","Inspected workflow source or scripts documentation"
"scripts/step4/06_phase2b1_charge_site_mapping_provenance.py","13914","2f9c9b8cfaee781c4a9eeed12aed4684fc583f546a3c898b72c6913ffdf9f36b","Inspected workflow source or scripts documentation"
"scripts/step4/07_phase2b2_exact_charge_site_bridge.py","25683","791354fce0d207f569babfe8e5aa770fe39683ce37e677b6dadd327f20a23408","Inspected workflow source or scripts documentation"
"scripts/step4/08_phase2c_case_chemistry_synthesis.py","24367","c826933a2dc7672ae7608c69d8e15b8695e0e643becc1b64443b7161af77fcfa","Inspected workflow source or scripts documentation"
"scripts/step4/09_phase2d0_linker_localization_feasibility.py","12734","a1635c69d6b3d6a152e2e286d7f23cbc2b766b15afe74c4d170644fa60e14695","Inspected workflow source or scripts documentation"
"scripts/step4/10_phase2d1_linker_definition_recovery.py","14796","2c5216c2a088f2255f79f632dc047c65a49f48936d13bc657a591f4a0bb13d47","Inspected workflow source or scripts documentation"
"scripts/step4/11_phase2e_chemistry_closure.py","15050","0af3a4ca2c8068647a247a42b0eef8147051248a7e73873595def3bb774d5f61","Inspected workflow source or scripts documentation"
"scripts/step4/12_phase3a_dependency_exchangeability_audit.py","22405","0c6e6824e31158da090399748777f5f0af693dd1b8b2e78878493fb30b0411fc","Inspected workflow source or scripts documentation"
"scripts/step4/13_phase3b_falsification_closure.py","9400","23b0e50a604d2851faee1b2b94824575c187dbac2a9fb924b1ffcf599e1636d9","Inspected workflow source or scripts documentation"
"scripts/step4/14_phase4a_simulation_provenance_feasibility.py","21033","ef71a3a6cccb790262c7fb67cf7219ff494863bc9ae33900eddc3e800fb25b25","Inspected workflow source or scripts documentation"
"scripts/step4/15_phase4b_external_protocol_reconstruction.py","18121","1760125cfa60cbc92579c1e3b3a646b04a95e9135f41a07ba31774bfb7163f1b","Inspected workflow source or scripts documentation"
"scripts/step4/16_phase4c_core_simulation_closure.py","8681","481adcada5aa827c8493d85ac9e2583bf503f30f6e2ecb6db3856cd084eb8073","Inspected workflow source or scripts documentation"
"scripts/step4/17_phase6a_core_integration_freeze.py","19997","76b7174d2dca5f08c60b3c99142a535b5cfcc7dc6a9687ced32ca7b4322811b1","Inspected workflow source or scripts documentation"
"tables/README.md","564","f2ab82f1d7b6d1a796d83442009e8ab1b3374848de7f54d515479de8f5afa41c","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S01_Condition_Coverage.tex","2468","b8d8aaef4dbe434ae20c3df4180e3a7525142b656465e35295e25aa251d59136","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S02_Control_Summary.tex","2038","5789659dad25bf32b0639795e0312b486bf20d4c6f9f80f2d86798209d53c97f","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S03_HOA_Summary.tex","1195","0f885db692242525e90f4c5fa358bf4b7bab0665381774d592609eeb4517cd6f","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S04_Guest_Specificity.tex","6360","07541f896a2a7ad28b07f33cf4dad8d4d053704bcca9f43d0eebfe841b3c8254","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S05_Residual_Adjustment.tex","5070","74ef6f41a2ce8b4f27a39a9c888c9685eed77655bd97e81f5e20ba5b123bf11f","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S06_Balance.tex","2260","ff57a746023fab393d037fef331eac1bf8dede7c3559e499ca3627647f8ab9c5","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S07_Family_Exclusion.tex","1298","5c07a116c64e46a24b58ba7d32d8dc24977a04caebf2172497c21ffd00dd2602","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S08_Process_Translation.tex","7417","6e36dfd82fa900c3463a32094c3b56c3443f61ab08a8f06d9bb049f85eee4637","Verified generated LaTeX SI table or tables documentation"
"tables/supplementary/Table_S09_Final_Cases_Charges.tex","2525","78c50418c18297a8db623317c7eded4375922cf61a88b1b19c538a79af564ec8","Verified generated LaTeX SI table or tables documentation"
