"path","filename","extension","size_MB","modified_date","category","likely_role","notes"
"analysis\full_pair_rules_work\linker_family_change","7111aa8e6e098d984c00.parquet",".parquet","0.013535","2026-08-02T06:22:20+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7111ed2fa9d9a79ba8c7.parquet",".parquet","0.013438","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7115aa23b1ba1d37d276.parquet",".parquet","0.013535","2026-08-02T06:22:17+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","711b78bdd7f84e1776a2.parquet",".parquet","0.013597","2026-08-02T06:22:27+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","712343fb4e2f050856cb.parquet",".parquet","0.013229","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","712fd72f4de8d3182f15.parquet",".parquet","0.01419","2026-08-02T06:22:02+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71365f0bb0805f5fdff2.parquet",".parquet","0.013535","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7136dae25cd58b4a16dc.parquet",".parquet","0.020843","2026-08-02T06:22:02+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","713e846a74be62426c0b.parquet",".parquet","0.013919","2026-08-02T06:22:00+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","713f6e9c2cd6fa265733.parquet",".parquet","0.013544","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7140e3824865d7f67878.parquet",".parquet","0.013563","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7146f7bef8ca8d48921e.parquet",".parquet","0.013777","2026-08-02T06:21:58+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71476beee00e04a70237.parquet",".parquet","0.013691","2026-08-02T06:22:14+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","714c95c91aa60f98b58c.parquet",".parquet","0.013215","2026-08-02T06:22:11+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","714d39d486577c140a66.parquet",".parquet","0.013501","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","714f1cf51af24490c493.parquet",".parquet","0.01418","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","714f3ce546b7c3d1b5c5.parquet",".parquet","0.013568","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","714ff463236e196d3116.parquet",".parquet","0.013501","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71516442aa8f316346e4.parquet",".parquet","0.013654","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7151c713065db1284e40.parquet",".parquet","0.015638","2026-08-02T06:22:10+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7157efe9b4a91c97b7b0.parquet",".parquet","0.01376","2026-08-02T06:22:05+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","716b874e5b9cb65ab582.parquet",".parquet","0.013601","2026-08-02T06:22:22+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7171a442786fe68b37de.parquet",".parquet","0.01392","2026-08-02T06:22:05+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","717337a7f67fd8e204d7.parquet",".parquet","0.018696","2026-08-02T06:21:59+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","717457f4df79461988e8.parquet",".parquet","0.013539","2026-08-02T06:22:18+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7175409847aab6b1600c.parquet",".parquet","0.013924","2026-08-02T06:22:02+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","717d62cd500bf9f5bc06.parquet",".parquet","0.014318","2026-08-02T06:21:58+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71825d9b05d57df75d90.parquet",".parquet","0.013535","2026-08-02T06:22:24+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","718bb8685996493a535a.parquet",".parquet","0.013496","2026-08-02T06:22:25+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","718ff59e9fdf7efec5af.parquet",".parquet","0.013716","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7194fc860e70caa86299.parquet",".parquet","0.013558","2026-08-02T06:22:05+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71964d820c0a31c75f90.parquet",".parquet","0.013535","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","719bbf3ad4f33e45dff9.parquet",".parquet","0.01435","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","719c69fb8caa03a992a1.parquet",".parquet","0.013582","2026-08-02T06:22:07+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71a4d1bbc4a3ef7f6533.parquet",".parquet","0.013287","2026-08-02T06:22:07+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71ab246aae2da8a571ab.parquet",".parquet","0.013603","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71ac3d4c0f8a035834c5.parquet",".parquet","0.01365","2026-08-02T06:22:19+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71b24d869de8a26516ff.parquet",".parquet","0.013639","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71b9ffc83cf45d480185.parquet",".parquet","0.013582","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71be5577c25683075b2c.parquet",".parquet","0.013215","2026-08-02T06:22:18+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71cc0eb81dcdb91ef8a5.parquet",".parquet","0.017282","2026-08-02T06:22:00+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71cc9935e986c93a0ca5.parquet",".parquet","0.013624","2026-08-02T06:22:10+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71d86fb50946a63131aa.parquet",".parquet","0.013801","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71d8e08099754219b986.parquet",".parquet","0.013229","2026-08-02T06:22:01+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71de7898cf72073b12bc.parquet",".parquet","0.01404","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71e5725705b5b6492fe8.parquet",".parquet","0.014814","2026-08-02T06:22:01+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71eb12704dc66fe6b578.parquet",".parquet","0.013668","2026-08-02T06:22:14+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","71f615da19d7c1c6f7ca.parquet",".parquet","0.01352","2026-08-02T06:22:17+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","721a82390d9fa256b7a2.parquet",".parquet","0.013662","2026-08-02T06:22:10+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","721b7498f7121ca823e1.parquet",".parquet","0.018827","2026-08-02T06:21:59+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","721d2bafa11bc88d7271.parquet",".parquet","0.013523","2026-08-02T06:21:57+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7224eb9d9ee3c475fd46.parquet",".parquet","0.018054","2026-08-02T06:21:59+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7232e82abd06565f39de.parquet",".parquet","0.013716","2026-08-02T06:21:56+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7236c2f1f187d7eddad4.parquet",".parquet","0.013515","2026-08-02T06:22:01+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7238da0659bd14c26fe5.parquet",".parquet","0.013654","2026-08-02T06:22:22+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","723b524b86c43776a494.parquet",".parquet","0.013691","2026-08-02T06:22:08+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","723c719d2e9bde516eaf.parquet",".parquet","0.01353","2026-08-02T06:22:02+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7242f9e301ada567faf7.parquet",".parquet","0.013919","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","724b37ed6963bd5628a7.parquet",".parquet","0.013229","2026-08-02T06:22:11+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","724ffa2e226bd9e825c5.parquet",".parquet","0.01354","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","725f0f2eda21440d0e59.parquet",".parquet","0.013535","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72681c60d8e696bc9fb6.parquet",".parquet","0.015958","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72750e6d9a202d515fb6.parquet",".parquet","0.013215","2026-08-02T06:22:26+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7277db5f5d645234e7ee.parquet",".parquet","0.01333","2026-08-02T06:22:09+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","728ce5f15388ae99f290.parquet",".parquet","0.014169","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","729c3f0267c352751ea7.parquet",".parquet","0.013463","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72a252b3251dab56f1c7.parquet",".parquet","0.014959","2026-08-02T06:22:04+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72a418c5f40295610d5f.parquet",".parquet","0.013896","2026-08-02T06:22:02+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72aa48166a28bfc49b2a.parquet",".parquet","0.013229","2026-08-02T06:22:29+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72b724856b10fcb47651.parquet",".parquet","0.013496","2026-08-02T06:22:26+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72b7909245f83ff7f56d.parquet",".parquet","0.013584","2026-08-02T06:22:01+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72b864b16342ef99ca78.parquet",".parquet","0.013846","2026-08-02T06:22:20+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72b9bfd3af3209c52037.parquet",".parquet","0.013941","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72bbbd0bcbef3f5fc2cb.parquet",".parquet","0.013487","2026-08-02T06:22:27+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72c2cc091a93993e1ede.parquet",".parquet","0.01362","2026-08-02T06:22:18+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72c82d5c3a34df414dfa.parquet",".parquet","0.013485","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72d0bfb547376c373b4b.parquet",".parquet","0.013544","2026-08-02T06:22:23+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72d383eb7462ed8b0d0d.parquet",".parquet","0.013535","2026-08-02T06:22:19+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72efc5afdd4e4d239d6b.parquet",".parquet","0.013523","2026-08-02T06:21:58+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72f6eda6af403ef1082e.parquet",".parquet","0.013515","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","72fe9736bbfbbafaf360.parquet",".parquet","0.013515","2026-08-02T06:22:06+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73094a45c071fe3d9240.parquet",".parquet","0.014132","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73167e7a87650e747a6d.parquet",".parquet","0.01359","2026-08-02T06:22:00+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","731a506bc2efb3cf3a23.parquet",".parquet","0.01363","2026-08-02T06:22:13+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73301a8babd92e663281.parquet",".parquet","0.013506","2026-08-02T06:22:11+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","733c00aeb720e177f287.parquet",".parquet","0.013664","2026-08-02T06:22:04+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","733d2c39f3e8d38393cc.parquet",".parquet","0.013634","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","733e7c8ae76493bb82c6.parquet",".parquet","0.014005","2026-08-02T06:21:59+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73423ec59efc334b7c95.parquet",".parquet","0.013648","2026-08-02T06:22:12+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73517dad57f2406fdf1a.parquet",".parquet","0.013535","2026-08-02T06:22:26+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73541b22a1d013c44ab0.parquet",".parquet","0.013501","2026-08-02T06:22:24+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","735b83a45a8a45a6371e.parquet",".parquet","0.013229","2026-08-02T06:22:08+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7369a90d87ea22798c46.parquet",".parquet","0.013659","2026-08-02T06:22:27+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","737297cda7a25f157933.parquet",".parquet","0.013535","2026-08-02T06:22:10+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7376b4a95cccd76a7da6.parquet",".parquet","0.013533","2026-08-02T06:22:14+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","737c1b412b55b75661d6.parquet",".parquet","0.01322","2026-08-02T06:22:11+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7381f33408336ceaa2c0.parquet",".parquet","0.013229","2026-08-02T06:22:08+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73870236956b15f768a0.parquet",".parquet","0.013229","2026-08-02T06:22:22+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","739145b7b03d7583f4a1.parquet",".parquet","0.013535","2026-08-02T06:22:24+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73926b6a743e96a56681.parquet",".parquet","0.013822","2026-08-02T06:22:09+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73ab06472783266bce11.parquet",".parquet","0.013535","2026-08-02T06:22:24+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73be0d1c0bb04d3bbc61.parquet",".parquet","0.013535","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73c7fd4bab3dd250aef7.parquet",".parquet","0.013554","2026-08-02T06:22:07+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73cce24aec3cf40344d8.parquet",".parquet","0.013535","2026-08-02T06:22:21+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73ccfce373ab8d270c98.parquet",".parquet","0.013525","2026-08-02T06:22:21+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73e902dcc5eb2cff5076.parquet",".parquet","0.013609","2026-08-02T06:22:17+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73eb2a4ea8d5802f310c.parquet",".parquet","0.013563","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73ec5d8aa40d06cd2fad.parquet",".parquet","0.013677","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73efaf38dcc695179cbc.parquet",".parquet","0.013515","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73f34280ff79f776300f.parquet",".parquet","0.013807","2026-08-02T06:22:08+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73f342c390e7fcac29ed.parquet",".parquet","0.01396","2026-08-02T06:22:17+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73f51b54bf8995c5e5ae.parquet",".parquet","0.013874","2026-08-02T06:22:07+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","73fa2b024f2f1b932e04.parquet",".parquet","0.014019","2026-08-02T06:21:59+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7401ffc11fd2beca8842.parquet",".parquet","0.013908","2026-08-02T06:22:16+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7404d62539223b7a48f8.parquet",".parquet","0.01355","2026-08-02T06:21:56+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","74078dc6847d39e1e33b.parquet",".parquet","0.0147","2026-08-02T06:22:04+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","740a7d684255110141b7.parquet",".parquet","0.013515","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","740b4e43cdfafbf4a285.parquet",".parquet","0.017137","2026-08-02T06:22:01+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","74155d1dcd998485cfaa.parquet",".parquet","0.200273","2026-08-02T06:21:58+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7415c1900fc8aee27c59.parquet",".parquet","0.013273","2026-08-02T06:22:24+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","74183373859606bbf33a.parquet",".parquet","0.015561","2026-08-02T06:21:56+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","7418f3933b740f11aebb.parquet",".parquet","0.013539","2026-08-02T06:22:17+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","741af7ff9249798fe5bc.parquet",".parquet","0.013703","2026-08-02T06:22:15+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
"analysis\full_pair_rules_work\linker_family_change","74217086a3bb0d4c6992.parquet",".parquet","0.013542","2026-08-02T06:22:03+03:30","tabular_data","Intermediate/restart Parquet shard indicated by work-directory path","Role based only on path, filename, and extension"
